view_index,idea_ref,name,view_type,catalog_id,interface_family,family_name,coverage_state,original_A,original_B,original_X,concrete_family_execution,family_evidence,view_specific_remaining,remaining_executable_interface,next_batch,external_gap,execution_scope,stale_source_status,source,original_boundary
27,OS2-021,Vitis-AI,per_paper_fusion_hint,W0428,F17,平台/混合引擎/CIM启发,未迁原平台；非直接独立idea,稀疏训练/推理工具链,无该开源能力时的默认路径,开源≠标题X,个别数字叶可借；不存在本项目原宏/原工艺完整实现,exploration_tcasii_20260911/round4_wide/REPORT.md,无法接same-port/AEE → 停主贡献 | ,仅迁与器件无关的地址/调度/复用并另计数字成本；宏/PPA不能直接搬,B9,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",F1对照工具,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,软件栈≠same-port净服务
28,OS2-022,finn,per_paper_fusion_hint,W0429,F17,平台/混合引擎/CIM启发,未迁原平台；非直接独立idea,开源生态盘点,无该开源能力时的默认路径,开源≠标题X,个别数字叶可借；不存在本项目原宏/原工艺完整实现,exploration_tcasii_20260911/round4_wide/REPORT.md,无法接same-port/AEE → 停主贡献 | ,仅迁与器件无关的地址/调度/复用并另计数字成本；宏/PPA不能直接搬,B9,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",对照/工具,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,开源仓级精读，非论文全文
29,OS2-024,verilator,per_paper_fusion_hint,W0431,F18,编译/仿真/库/综述入口,工具或地图；非独立机制,开源仿真,无该开源能力时的默认路径,开源≠标题X,Verilator已运行；其余库的链接不是已安装或全量复现证明,open_fusion_execution/stage_20260912/hardware/rtl_source/results.json;open_fusion_execution/catalog/repositories.csv,无法接same-port/AEE → 停主贡献 | ,只在具体算子需要时核API/格式并迁最小kernel；无需为数目逐库建空实验,B9,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",Stage B/探针工具,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,功能仿真≠PPA
30,OS2-027,Gemmini,per_paper_fusion_hint,W0434,F17,平台/混合引擎/CIM启发,未迁原平台；非直接独立idea,开源生态盘点,无该开源能力时的默认路径,开源≠标题X,个别数字叶可借；不存在本项目原宏/原工艺完整实现,exploration_tcasii_20260911/round4_wide/REPORT.md,无法接same-port/AEE → 停主贡献 | ,仅迁与器件无关的地址/调度/复用并另计数字成本；宏/PPA不能直接搬,B9,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",对照/工具,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,开源仓级精读，非论文全文
31,OS2-028,NVDLA,per_paper_fusion_hint,W0435,F17,平台/混合引擎/CIM启发,未迁原平台；非直接独立idea,开源生态盘点,无该开源能力时的默认路径,开源≠标题X,个别数字叶可借；不存在本项目原宏/原工艺完整实现,exploration_tcasii_20260911/round4_wide/REPORT.md,无法接same-port/AEE → 停主贡献 | ,仅迁与器件无关的地址/调度/复用并另计数字成本；宏/PPA不能直接搬,B9,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",对照/工具,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,开源仓级精读，非论文全文
32,OS2-029,Scale-Sim,per_paper_fusion_hint,W0436,F18,编译/仿真/库/综述入口,工具或地图；非独立机制,开源生态盘点,无该开源能力时的默认路径,开源≠标题X,Verilator已运行；其余库的链接不是已安装或全量复现证明,open_fusion_execution/stage_20260912/hardware/rtl_source/results.json;open_fusion_execution/catalog/repositories.csv,无法接same-port/AEE → 停主贡献 | ,只在具体算子需要时核API/格式并迁最小kernel；无需为数目逐库建空实验,B9,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",对照/工具,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,开源仓级精读，非论文全文
33,OS2-032,ZigZag,per_paper_fusion_hint,W0439,F18,编译/仿真/库/综述入口,工具或地图；非独立机制,开源生态盘点,无该开源能力时的默认路径,开源≠标题X,Verilator已运行；其余库的链接不是已安装或全量复现证明,open_fusion_execution/stage_20260912/hardware/rtl_source/results.json;open_fusion_execution/catalog/repositories.csv,无法接same-port/AEE → 停主贡献 | ,只在具体算子需要时核API/格式并迁最小kernel；无需为数目逐库建空实验,B9,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",对照/工具,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,开源仓级精读，非论文全文
34,OS2-033,MAESTRO,per_paper_fusion_hint,W0440,F18,编译/仿真/库/综述入口,工具或地图；非独立机制,开源生态盘点,无该开源能力时的默认路径,开源≠标题X,Verilator已运行；其余库的链接不是已安装或全量复现证明,open_fusion_execution/stage_20260912/hardware/rtl_source/results.json;open_fusion_execution/catalog/repositories.csv,无法接same-port/AEE → 停主贡献 | ,只在具体算子需要时核API/格式并迁最小kernel；无需为数目逐库建空实验,B9,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",对照/工具,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,开源仓级精读，非论文全文
35,OS2-034,SPARSEBACKBONE-OF,per_paper_fusion_hint,W0441,F04,物理源字删读/结构化剪枝,已实做局部；新训练布局未试,稀疏训练/推理工具链,无该开源能力时的默认路径,开源≠标题X,global/phase/row-phase源门剪枝、请求前地址生成、同mask/all_keep控制,open_fusion_execution/stage_20260912/hardware/mask_fusion_global_group2.json;open_fusion_execution/stage_20260912/hardware/mask_fusion_all_keep.json,无法接same-port/AEE → 停主贡献 | ,同预算窄稠密、2:4、VENOM/HiNM完整训练；真实物理字并集目标而非分支稀疏率,B3,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",F1对照工具,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,软件栈≠same-port净服务
36,OS2-036,GPT-Q/AWQ family,per_paper_fusion_hint,W0443,F08,低位权重/符号主体补偿,已实做压缩code/尺度局部执行；只停当前放置,开源生态盘点,无该开源能力时的默认路径,开源≠标题X,sign+rank旧CPU与W4/W8小集；本轮四窗加压力25条同Machine局部链，真实packed code+row-scale、宽尺度分解和原RNE收费，功能正确但当前布局服务增加,open_fusion_execution/stage_20260912/weight_compensation/results.json;open_fusion_execution/breadth_20260912/hardware/packed_summary.json;open_fusion_execution/breadth_20260912/hardware/PACKED_RESULTS.md,无法接same-port/AEE → 停主贡献 | ,系数响应内解码/低位乘法datapath另计成本，MiLo/ReverB或joint sign+rank同预算恢复；旧R32父执行不能混成R24+onepass或新matched学生整链,B4,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",对照/工具,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,开源仓级精读，非论文全文
37,OS2-038,SparseGPT,per_paper_fusion_hint,W0445,F04,物理源字删读/结构化剪枝,已实做局部；新训练布局未试,稀疏训练/推理工具链,无该开源能力时的默认路径,开源≠标题X,global/phase/row-phase源门剪枝、请求前地址生成、同mask/all_keep控制,open_fusion_execution/stage_20260912/hardware/mask_fusion_global_group2.json;open_fusion_execution/stage_20260912/hardware/mask_fusion_all_keep.json,无法接same-port/AEE → 停主贡献 | ,同预算窄稠密、2:4、VENOM/HiNM完整训练；真实物理字并集目标而非分支稀疏率,B3,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",F1对照工具,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,软件栈≠same-port净服务
38,OS2-039,Wanda,per_paper_fusion_hint,W0446,F04,物理源字删读/结构化剪枝,已实做局部；新训练布局未试,开源生态盘点,无该开源能力时的默认路径,开源≠标题X,global/phase/row-phase源门剪枝、请求前地址生成、同mask/all_keep控制,open_fusion_execution/stage_20260912/hardware/mask_fusion_global_group2.json;open_fusion_execution/stage_20260912/hardware/mask_fusion_all_keep.json,无法接same-port/AEE → 停主贡献 | ,同预算窄稠密、2:4、VENOM/HiNM完整训练；真实物理字并集目标而非分支稀疏率,B3,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",对照/工具,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,开源仓级精读，非论文全文
39,OS2-040,2:4-sparse-stack,per_paper_fusion_hint,W0447,F04,物理源字删读/结构化剪枝,已实做局部；新训练布局未试,稀疏训练/推理工具链,无该开源能力时的默认路径,开源≠标题X,global/phase/row-phase源门剪枝、请求前地址生成、同mask/all_keep控制,open_fusion_execution/stage_20260912/hardware/mask_fusion_global_group2.json;open_fusion_execution/stage_20260912/hardware/mask_fusion_all_keep.json,无法接same-port/AEE → 停主贡献 | ,同预算窄稠密、2:4、VENOM/HiNM完整训练；真实物理字并集目标而非分支稀疏率,B3,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",F1对照工具,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,软件栈≠same-port净服务
