record_ref,source_file,name,full_title,venue,entity_type,category,links,reading,reading_level,attempt,reason,untried,evidence,priority,A,B,X,cards
MAIN-R048,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,BitParticle,BitParticle: Partializing Sparse Dual-Factors to Build Quasi-Synchronizing MAC Arrays for Energy-efficient DNNs,arXiv 2025,paper,稀疏架构与C1/C2,https://arxiv.org/abs/2507.09780,旧AI文献表/链接；未找到全文逐节阅读记录 / 阅读层级按 status；元数据核验不等于原作完整迁移 || metadata_or_list || already_inventoried,,保留未试线索 / 旧调研已定位/概述；完整原方法与 RTL 未迁入,只见旧AI题名片段，不能声称已读或已否定。 / 不能以 ADP-MAC 中未实现的粒子/slot donation 宣称借鉴完整或试败；θg 不等于任意逐事件 int8 载荷。,核完整论文、因子拆分成本与实际W/PSN用途。 / 完整粒子生成/合并/负载平衡费用；连续 PSN 张量的真实数据统计与同资源比较,,P0_high_rel,,,,
MAIN-R049,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,BRIM,BRIM: Workload-Balanced Dual-Sided Bit-Serial Sparse Inference Accelerator,arXiv 2026,paper,稀疏架构与C1/C2,https://arxiv.org/abs/2607.19431,旧AI文献表/链接；未找到全文逐节阅读记录 / 阅读层级按 status；元数据核验不等于原作完整迁移 || metadata_or_list || already_inventoried,,保留未试线索 / 旧调研列入；无完整本地迁移,仅旧AI列举，题名/方法未全文核。 / BRIM 名称/摘要不能替代真实阵列与服务；未以本地普通字乘叶做其加速比。,先读正文与明确数字CMOS/CIM边界，不能直接作为本地电路增量。 / 全文相关结构和完整平衡/供数实现；在真实连续输入和静态 θ 幅值合法接口重检,,P1_mid_rel,,,,
MAIN-R050,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,EBPC,EBPC: Extended Bit-Plane Compression for Deep Neural Network Inference and Training Accelerators,IEEE JETCAS 2019,paper,稀疏架构与C1/C2,https://arxiv.org/html/1908.11645v2 || https://github.com/pulp-platform/stream-ebpc || https://cris.unibo.it/handle/11585/728412,旧AI文献表/链接；未找到全文逐节阅读记录 / 本地研究记录已读；阅读深度见 status || metadata_or_list || already_inventoried,,保留未试线索 / 20260906 已读作者全文并定位官方 RTL；未完整综合/迁入,官方stream-ebpc RTL已找到未导入；顺序激活流压缩不等于随机W bank无损压缩。 / 个别后续审计写未取得全文只是该轮状态，不抹掉已有阅读。逻辑压缩 bit 少不等于 1RW 随机访问少。,完整压缩/解压、目录/字对齐/背压及访问代价，不能只报熵。 / 官方 stream-ebpc 编解码完整成本；实际物理 word/目录/随机访问和短块尾部,,P2_low_mid,,,,
MAIN-R051,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,GOBO,GOBO: Quantizing Attention-Based NLP Models for Low Latency and Energy Efficient Inference,MICRO 2020,paper,稀疏架构与C1/C2,https://arxiv.org/abs/2005.03842,旧AI文献表/链接；未找到全文逐节阅读记录 / 阅读层级按 status；元数据核验不等于原作完整迁移 || metadata_or_list || already_inventoried,,保留未试线索 / 旧调研概述层级；未完整迁入,仅旧表提议；与支持字典不同，不能用其低bit表概念免费压本地部分和。 / 低位有效数值/离群值处理不是空白；本地 W8 或 θg 身份不是其完整方法实验。,完整异常项/索引/查表流，量化训练及同AEE表宽控制。 / 完整分布拟合/异常值路径/查表数据流；PSN 与卷积真实误差及存储收益,,P0_high_rel,,,,
MAIN-R052,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,OliVe,OliVe: Accelerating Large Language Models via Hardware-friendly Outlier-Victim Pair Quantization,Proceedings of the 50th Annual International Symposium on Computer Architecture 2023 / ISCA 2023,paper,稀疏架构与C1/C2,https://arxiv.org/abs/2304.07493 || https://doi.org/10.1145/3579371.3589038,旧AI文献表/链接；未找到全文逐节阅读记录 / 阅读层级按 status；元数据核验不等于原作完整迁移 || metadata_or_list || already_inventoried,,保留未试线索 / 旧调研概述层级；未完整迁入,只作低比特有损格式参考；未本地训练/实现。 / 不能把普通位宽缩小/离群回退当本地独有；未对本地连续 PSN 和 θW 进行其原训练/编码实验。,完整配对/标记/解码与精度，不能把连续θ等同动态任意幅值。 / 完整 outlier-victim 策略、编码和 PE；同 AEE 的强普通量化控制,,P0_high_rel,,,,
MAIN-R053,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,ANT,ANT: Exploiting Adaptive Numerical Data Type for Low-Bit Deep Neural Network Quantization,MICRO 2022,paper,稀疏架构与C1/C2,https://www.microsoft.com/en-us/research/publication/ant-exploiting-adaptive-numerical-data-type-for-low-bit-deep-neural-network-quantization/,旧AI文献表/链接；未找到全文逐节阅读记录 / 阅读层级按 status；元数据核验不等于原作完整迁移 || metadata_or_list || already_inventoried,,保留未试线索 / 旧调研概述层级；无完整本地方法,旧表名称级引用，未核完整方法。 / 固定长度适应数值类型及统一 PE 有直接先验；本地只做固定 INT8/Q14 等，不是完整 ANT。,先核题名、编码选择和解码硬件；再与普通dyadic INT8比较。 / 原始数据类型搜索/训练和 PE；连续 PSN、原始体素等真实挂点的完整 AEE/服务比较,,P0_high_rel,,,,
MAIN-R054,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,SpinalFlow,SpinalFlow: An Architecture and Dataflow Tailored for Spiking Neural Networks,ISCA 2020,paper,稀疏架构与C1/C2,,旧AI文献表/链接；未找到全文逐节阅读记录 / 本轮仅本地引文/作者论文参考文献核查；无本地迁移实验 || metadata_or_list || already_inventoried,,保留未试线索 / 纳入相关工作；未完整迁移,"旧Grok“实值必须按(time,|amp|)排序”推理不成立：保持time顺序并携载荷即可。真正障碍是非因果full-A PSN，不是静态θ幅值。；条件变化：当前有训练码与固定BN，可重新定义消费界；不得继续用错误幅值论据停止。 / Gustav 原文明确 tick-batch 来源是 SpinalFlow；旧 Grok 将其仅理解成时间戳代码并据此 fit-fail 的整体否决不能保留。",全文神经元/事件排序/片上布局与完整代价；不能把LIF递推直接替换原PSN。 / 原作完整数据流仍应作底座对照，不限于一句膜存储节约。,,P0_high_rel,,,,
MAIN-R055,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,SATO,SATO: Spiking Neural Network Acceleration via Temporal-Oriented Dataflow and Architecture,DAC 2022,paper,稀疏架构与C1/C2,https://mxhx7199.github.io/files/%5BDAC-2022%5DSATO_preprint.pdf,旧AI文献表/链接；未找到全文逐节阅读记录 / 本轮仅本地引文/作者论文参考文献核查；无本地迁移实验 || metadata_or_list || already_inventoried,,保留未试线索 / 纳入相关工作；未完整迁移,旧表把DAC22/TPDS24混列，当前作者preprint可定位，未核后续期刊版本。 / 时间并行、发放搜索与调度须完整借；full-rank PSN 需要不同消费者，不能只换阈值器声称复现。,完整事件编码/桶/执行与神经元状态；普通T展开不能算新增。 / 完整搜索/桶调度/存储与新消费者尚未迁移。,,P0_high_rel,,,,
MAIN-R056,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,STELLAR,STELLAR: Energy-Efficient and Low-Latency SNN Algorithm and Hardware Co-Design with Spatiotemporal Computation,HPCA 2024,paper,稀疏架构与C1/C2,https://www.proceedings.com/content/074/074054webtoc.pdf,旧AI文献表/链接；未找到全文逐节阅读记录 / 本轮仅本地引文/作者论文参考文献核查；无本地迁移实验 || metadata_or_list || already_inventoried,,保留未试线索 / 纳入相关工作；未完整迁移,旧AI列举，不等于本地完整架构复现。 / Few-Spikes 训练与 stRS 是联合底座；原模型不同不等于思想被证伪。,完整训练/时空执行与状态，核非因果PSN替换边界。 / FSBP 全训练和完整时空行驻留布局未迁移。,,P0_high_rel,,,,
MAIN-R057,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,FireFly,FireFly: A High-Throughput Hardware Accelerator for Spiking Neural Networks With Efficient DSP and Memory Optimization,IEEE TVLSI（旧表称） 2023 / IEEE TVLSI 2023,paper,稀疏架构与C1/C2,https://arxiv.org/html/2505.12771v1 || https://arxiv.org/html/2408.15578v1 || https://arxiv.org/abs/1708.04485 || https://arxiv.org/abs/1712.01507 || https://cs.yale.edu/homes/el327/papers/mailmanAlgorithm.pdf || https://arxiv.org/abs/2301.01905,旧AI文献表/链接；未找到全文逐节阅读记录 / 本轮仅本地引文/作者论文参考文献核查；无本地迁移实验 || metadata_or_list || already_inventoried,,保留未试线索 / 纳入相关工作；未完整迁移,只作为spike加法/脉冲驱动先验；FPGA资源不能冒充28nm CMOS。 / DSP/存储优化是完整 FPGA 底座，不转写为本 ASIC PPA。,完整数据流与编码，若借机制须重新数字ASIC映射。 / 完整算术与存储映射未迁移。,,P0_high_rel,,,,
MAIN-R058,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,FireFly-v2,FireFly v2: Advancing Hardware Support for High-Performance Spiking Neural Network with a Spatiotemporal FPGA Accelerator,IEEE TCAD 2024,paper,稀疏架构与C1/C2,https://arxiv.org/abs/2309.16158 || https://doi.org/10.1109/TCAD.2024.3380550,旧AI文献表/链接；未找到全文逐节阅读记录 / 本轮核原始出版身份；方法与本地去留按已有记录，未声称本轮逐篇全文精读 || metadata_or_list || already_inventoried,,保留未试线索 / 完整强对照来源,位级FPGA技巧不是CMOS创新；完整temporal并行可作强控制。 / 已有时空 FPGA 数据流、多位输入和脉冲后处理；不能把普通时间展开重新命名为新机制。,原完整架构/片上buffer及实际θg接口；未移植原FPGA实现。 / 完整多位输入和前后处理链未迁移为本地 ASIC 模型。,,P1_mid_rel,,,,
MAIN-R059,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,FireFly-S,FireFly-S: Exploiting Dual-Side Sparsity for Spiking Neural Networks Acceleration with Reconfigurable Spatial Architecture,IEEE Transactions on Circuits and Systems I 2025,paper,稀疏架构与C1/C2,https://arxiv.org/abs/2408.15578 || https://doi.org/10.1109/TCSI.2024.3496554,旧AI文献表/链接；未找到全文逐节阅读记录 / 本轮核原始出版身份；方法与本地去留按已有记录，未声称本轮逐篇全文精读 || metadata_or_list || already_inventoried,,保留未试线索 / 保留训练与架构迁移,早期只列调研线索；本轮已纠正TCAS-I身份。完整训练与双侧稀疏架构尚未迁入，未剪枝W稠密不能否定原法。 / 原 W 约 98% 非零不构成对训练剪枝方案的否定；旧表写 TVLSI 不准确。,完整重连、双侧稀疏、量化训练与空间架构共同迁入；分清FPGA器件特化。 / 原文完整重连、双侧稀疏、量化及空间架构尚未一起迁移。,,P0_high_rel,,,,
MAIN-R060,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,FireFly-T,FireFly-T: High-Throughput Sparsity Exploitation for Spiking Transformer Acceleration with Dual-Engine Overlay Architecture,IEEE Transactions on Computers 2026,paper,稀疏架构与C1/C2,https://arxiv.org/abs/2505.12771,旧AI文献表/链接；未找到全文逐节阅读记录 / 本轮核原始出版身份；方法与本地去留按已有记录，未声称本轮逐篇全文精读 || metadata_or_list || already_inventoried,,保留未试线索 / 强架构先验，未完整迁移,LUT6 AND-PopCount不是本地CMOS新原语；但完整数据流未被否定。 / 双引擎稀疏 Transformer 与 FPGA LUT 映射是先验；LUT6 AND-popcount 不能直接当 CMOS 新意。,原执行链、张量布局/缓存/非线性；不能只抽AND-PopCount当完整迁移。 / 完整双引擎、压缩、供数与跨层调度迁移未做。,,P0_high_rel,,,,
MAIN-R061,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,SpikeX,SpikeX: Exploring Accelerator Architecture and Network-Hardware Co-Optimization for Sparse Spiking Neural Networks,arXiv；旧表称TCAD2025待核 2025 / IEEE TCAD 2025,paper,稀疏架构与C1/C2,https://arxiv.org/abs/2505.12292,旧AI文献表/链接；未找到全文逐节阅读记录 / 本轮核原始出版身份；方法与本地去留按已有记录，未声称本轮逐篇全文精读 || metadata_or_list || already_inventoried,,保留未试线索 / 费用训练强对照,广播与稀疏执行强先验；旧TSBG不能因typed-signed变成独立广播发明。 / 已有 time-window OR 占用、分段 EDP 代理和网络硬件共训；逐 spike 正则是弱对照。,完整网络共同优化/存储调度与双侧零跳过；本地未迁原全系统。 / 原文完整 SP-MB 组织与本任务 patch 费用训练尚未复现。,,P0_high_rel,,,,
MAIN-R062,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,Bishop,Bishop: Sparsified Bundling Spiking Transformers on Heterogeneous Cores with Error-Constrained Pruning,ISCA 2025,paper,稀疏架构与C1/C2,https://arxiv.org/abs/2505.12281 || https://doi.org/10.1145/3695053.3731063,旧AI文献表/链接；未找到全文逐节阅读记录 / 本轮核原始出版身份；方法与本地去留按已有记录，未声称本轮逐篇全文精读 || metadata_or_list || already_inventoried,,保留未试线索 / 强剪枝/异构调度先验,旧AI高分依赖错误任意ATLIF载荷、免费motion predictor和SDSA身份；不能把这些高分当证据。原bundle+训练/误差界方法仍可完整借。 / 误差约束 pruning 与 bundling 均是需要承接的原有行为。,完整TTB/BSA训练、stratifier/ECP与AAC；H67 Motion-XOR/共静默/temporal peer需重新误差界及AEE。 / 整套误差预算、恢复及异构调度未迁移。,,P0_high_rel,,,,
