catalog_id,name,full_title,entity_type,venue,category,source_refs,source_files,source_urls,reading_status_by_source,reading_levels_by_source,attempt_status_by_source,include_stop_reasons,untried_interfaces,evidence_paths,precision_tier,A,B,X_hint,idea_card_paths,code_status,code_urls,code_scope,identity_note
W0053,Configurable CSA for Spiking Transformers,An Area-Efficient and Bit-Width Configurable Carry-Save Adder Tree for Spiking Transformers,paper,2025 IEEE International Symposium on Circuits and Systems (ISCAS) 2025 / ISCAS 2025,稀疏架构与C1/C2,MAIN-R065,research/literature_audit_20260909/literature_inventory.json || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://doi.org/10.1109/ISCAS56072.2025.11043823,MAIN-R065: 摘要/一手元数据已核；未精读全文 / 方法深度各异：Gustav 有全文与实现迁移；多数宏仅本地引文/元数据核查 / IEEE原始摘要；未取得全文 || MAIN-R065: 摘要/一手元数据已核；未精读全文 / 方法深度各异：Gustav 有全文与实现迁移；多数宏仅本地引文/元数据核查 / IEEE原始摘要；未取得全文 || method_or_partial || already_inventoried,,MAIN-R065: 保留未试线索 / 纳入；不冒用原作 PPA / 保留借鉴；未迁移,只读官方摘要，未获全文；本地NR4 member归约使用组合加法不能称完整此架构或新原语。 / 可重配 CSA 是加法器底座；普通位宽适配不能单独算新架构。 / 纳入普通强算术对照；NR4类别归约收益被更强时间轴吞掉，不说明这篇CSA无效。,全文位宽/符号/树控制、时序及数字ASIC映射；scalar/member必须按不同资源比较。 / 完整适配本任务 θg、非因果 T10、实际存储/供数与生产成本尚未全部完成。 / 完整两模式、供数、最终进位和物理时序，正文仍有缺口。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/hardware_innovation_20260908/literature/circuit_followup_20260908.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/innovation_first_audit_20260906/report-source.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/11_event_camera_stack_accelerators.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/grok46_20260905/04_paper_survey.md""]",P0_high_rel,无全文不可继承,n/a,无,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_cards/unresolved_Configurable_CSA_for_Spiking_Transformers.md,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0054,ESSA,ESSA: Design of a Programmable Efficient Sparse Spiking Neural Network Accelerator,paper,IEEE TVLSI（旧表称） 2022 / IEEE TVLSI 2022,稀疏架构与C1/C2,MAIN-R066,research/literature_audit_20260909/literature_inventory.json || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://ieeexplore.ieee.org/document/9881220/,MAIN-R066: 旧AI文献表/链接；未找到全文逐节阅读记录 / 本轮仅本地引文/作者论文参考文献核查；无本地迁移实验 || MAIN-R066: 旧AI文献表/链接；未找到全文逐节阅读记录 / 本轮仅本地引文/作者论文参考文献核查；无本地迁移实验 || metadata_or_list || already_inventoried,,MAIN-R066: 保留未试线索 / 纳入相关工作；未完整迁移,旧Grok表摘要，未找到正文阅读证据。 / 双稀疏压缩、fan-in/fan-out 与 multicast 是已有完整机制。,原压缩、时间批及神经元链；不能直接套错ATLIF载荷。 / 当前 θg 和非因果 T10 消费者的完整调度未试。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/11_event_camera_stack_accelerators.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/innovation_first_audit_20260906/report-source.md""]",P0_high_rel,无全文不可继承,n/a,无,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0055,Skydiver,Skydiver: A Spiking Neural Network Accelerator Exploiting Spatio-Temporal Workload Balance,paper,IEEE TCAD（旧表称） 2022 / IEEE TCAD 2022,稀疏架构与C1/C2,MAIN-R067,research/literature_audit_20260909/literature_inventory.json || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2203.07516,MAIN-R067: 旧AI文献表/链接；未找到全文逐节阅读记录 / 本轮仅本地引文/作者论文参考文献核查；无本地迁移实验 || MAIN-R067: 旧AI文献表/链接；未找到全文逐节阅读记录 / 本轮仅本地引文/作者论文参考文献核查；无本地迁移实验 || metadata_or_list || already_inventoried,,MAIN-R067: 保留未试线索 / 纳入相关工作；未完整迁移,旧Grok表摘要，未实现。 / APRC 和 CBWS 应作为负载均衡基线；不能仅以二值假定排除。,核原文、时间依赖和有限事件缓存，给直接T并行强控制。 / 完整两级平衡和调度适配未试。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/11_event_camera_stack_accelerators.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/innovation_first_audit_20260906/report-source.md""]",P0_high_rel,离线可预测的通道负载先验 + 调度均衡——可作多消费者/多 bank 并集不均的调度对照（借入≠X）。,在线动态猜测负载无先验；静态通道到 PE 固定映射导致 <90% 平衡。,CBWS 本身≠X；差分须证明对 lifting 源活动不均仍降 same-port 周期。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_cards/arxiv_2203.07516.md,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0056,COMPASS,COMPASS: SRAM-Based Computing-in-Memory SNN Accelerator with Adaptive Spike Speculation,paper,MICRO 2024,稀疏架构与C1/C2 || circuit,MAIN-R068 || MUSHA-SN011,research/literature_audit_20260909/literature_inventory.json || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,https://mxhx7199.github.io/publications/,MAIN-R068: 旧AI文献表/链接；未找到全文逐节阅读记录 / 本地研究记录已读；阅读深度见 status / 本轮仅本地引文/作者论文参考文献核查；无本地迁移实验 || MAIN-R068: 旧AI文献表/链接；未找到全文逐节阅读记录 / 本地研究记录已读；阅读深度见 status / 本轮仅本地引文/作者论文参考文献核查；无本地迁移实验 || metadata_or_list || already_inventoried || MUSHA-SN011: secondhand || unclear || already_inventoried_musha_incremental || MUSHA-SN011: secondhand,,MAIN-R068: 保留未试线索 / 作者出版记录已核；全文未取得；未迁移 / 纳入相关工作；未完整迁移 || MUSHA-SN011: deferred || MUSHA-SN011: not_tried || deferred,仅AI线索；定制CIM宏不属于本地普通1RW SRAM合同。 / 不能将本地预测器视为没有硬件先例；CIM 物理实现不属于本数字 1RW 路线。 / 该题名/会议来自旧 AI 引文，本轮未取得可核的原文身份；推测不算已做工作。 || CIM推测发放；工艺线不同。,先核其推测/恢复可否独立于CIM迁移；不得继承原芯片PPA。 / 原文预测/恢复机制，不先借 PPA；独立数字迁移与真实 T10 依赖 / 完整身份及预测/回退路径须补核。 || 幅值感知speculate-or-MAC数字版,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/hardware_innovation_20260908/literature/conditional_execution_followup_20260908.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/11_event_camera_stack_accelerators.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/innovation_first_audit_20260906/report-source.md""] || [""02_snn_atlif_realvalued_mechanisms.md"", ""10_cim_spike_opticalflow_accelerators.md""]",P0_high_rel,无全文不可继承,n/a,无,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_cards/unresolved_COMPASS.md,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0057,SpikeTA,完整题名待核；SpikeTA,paper,IEEE TCAD（旧 AI 声称） 2025,稀疏架构与C1/C2,MAIN-R070,research/literature_audit_20260909/literature_inventory.json || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,,MAIN-R070: 旧AI文献表/链接；未找到全文逐节阅读记录 / 本轮仅本地引文/作者论文参考文献核查；无本地迁移实验 || MAIN-R070: 旧AI文献表/链接；未找到全文逐节阅读记录 / 本轮仅本地引文/作者论文参考文献核查；无本地迁移实验 || metadata_or_list || already_inventoried,,MAIN-R070: 保留未试线索 / 纳入相关工作；未完整迁移,只见名称/摘要；不能混为本网络已实现attention系统。 / 未找到与旧引文准确对应的一手身份；不能把旧“FPGA TSNN 首作”当已证事实。,完整TSNN/层深相关buffer与本网络12block形状对齐。 / 先消歧论文，再评完整 streaming/split-engine。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/11_event_camera_stack_accelerators.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/innovation_first_audit_20260906/report-source.md""]",P1_mid_rel,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0058,L-SPINE,L-SPINE: A Low-Precision SIMD Spiking Neural Compute Engine for Resource-efficient Edge Inference,paper,arXiv 2026,稀疏架构与C1/C2,MAIN-R071,research/literature_audit_20260909/literature_inventory.json || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2604.03626,MAIN-R071: 旧AI文献表/链接；未找到全文逐节阅读记录 / 本轮核原始出版身份；方法与本地去留按已有记录，未声称本轮逐篇全文精读 || MAIN-R071: 旧AI文献表/链接；未找到全文逐节阅读记录 / 本轮核原始出版身份；方法与本地去留按已有记录，未声称本轮逐篇全文精读 || metadata_or_list || already_inventoried,,MAIN-R071: 保留未试线索 / 仅他 AI 列举与身份核查,未全文核，保留作多位PSN执行参考。 / 低精度 SIMD 执行可作实现参照；没有本地性能验证。,精读合法数值、SIMD结构及消费者，比较已有常量矩阵编译。 / 完整方法与代码迁移未试。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/innovation_first_audit_20260906/report-source.md""]",P0_high_rel,面向边缘的低精度 SIMD SNN 引擎（无乘/近似算术族）——普通低精度执行对照底座（借入≠X）。,全精度浮点 SNN；纯标量非 SIMD；通用 CPU 解释执行。,低精度 SIMD≠结构化 T10 X；PoT/移位等作强对照时权限同等。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_cards/arxiv_2604.03626.md,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0059,SpAtten,SpAtten: Efficient Sparse Attention Architecture with Cascade Token and Head Pruning,paper,HPCA 2021,稀疏架构与C1/C2 || attention,MAIN-R073 || MUSHA-AT001,research/literature_audit_20260909/literature_inventory.json || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,https://arxiv.org/abs/2012.09852,MAIN-R073: 旧AI文献表/链接；未找到全文逐节阅读记录 || MAIN-R073: 旧AI文献表/链接；未找到全文逐节阅读记录 || metadata_or_list || already_inventoried || MUSHA-AT001: html_arxiv,,MAIN-R073: 保留未试线索 || MUSHA-AT001: not_tried || include_as_control,旧“加motion名字就是8分”不成立；完整门控需在昂贵投影前可产生，且光流需要密集输出。 || 级联token/head剪枝+渐进量化；强注意力稀疏对照。注意力份额小，不作主X。,完整top-k/逐级量化/供数与训练；Motion-XOR/Shiftmax不是原softmax。 || MSB-first渐进量化迁到θg门控,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/01_ann_sparsity_mechanisms.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/07_transformer_attention_accelerators.md""] || [""01_ann_sparsity_mechanisms.md"", ""07_transformer_attention_accelerators.md""]",P0_high_rel,级联重要性累计 + 永久删除的粗粒度结构剪枝；渐进位宽——可作 F1「按消费者重要性共同删」与 F6 取消列的算法对照（借入≠X）。,每层独立重评剪枝；非级联随机 token drop；无累计分的静态稀疏注意力。,NLP token cascade≠光流源字剪枝 X；差分须用 lifting 改后源活动+双 PED 损失，而非抄 attention prob。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_cards/arxiv_2012.09852.md,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0060,A³,A³: Accelerating Attention Mechanisms in Neural Networks with Approximation,paper,HPCA 2020,稀疏架构与C1/C2,MAIN-R074,research/literature_audit_20260909/literature_inventory.json || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2002.10941,MAIN-R074: 旧AI文献表/链接；未找到全文逐节阅读记录 || MAIN-R074: 旧AI文献表/链接；未找到全文逐节阅读记录 || metadata_or_list || already_inventoried,,MAIN-R074: 保留未试线索,原content-based attention search与C1产品父行匹配不是同一个exact search；旧ARM假说不可直接套。,全文候选构造/筛选与真实H67评估；coarse-flow producer/恢复成本。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/07_transformer_attention_accelerators.md""]",P1_mid_rel,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0061,Sanger,Sanger: A Co-Design Framework for Enabling Sparse Attention using Reconfigurable Architecture,paper,MICRO-54: 54th Annual IEEE/ACM International Symposium on Microarchitecture 2021 || MICRO 2021,稀疏架构与C1/C2 || attention,MAIN-R075 || MUSHA-AT004,research/literature_audit_20260909/literature_inventory.json || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,https://doi.org/10.1145/3466752.3480125,MAIN-R075: 旧AI文献表/链接；未找到全文逐节阅读记录 || MAIN-R075: 旧AI文献表/链接；未找到全文逐节阅读记录 || metadata_or_list || already_inventoried || MUSHA-AT004: name_only || unclear || already_inventoried_musha_incremental || MUSHA-AT004: name_only,,MAIN-R075: 保留未试线索 || MUSHA-AT004: include_as_control || MUSHA-AT004: not_tried || include_as_control,原稀疏预测/packing是完整先验，旧motion重命名未形成对应实际producer或精度证据。 || 稀疏注意力加速同族对照。,完整预测器、pack、SDDMM/SpMM重配及H67消费者；先与普通静态窗口/原attention比较。 || 全文深度,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/07_transformer_attention_accelerators.md""] || [""01_ann_sparsity_mechanisms.md""]",P1_mid_rel || P0_high_rel,无全文不可继承,n/a,无,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_cards/unresolved_Sanger.md,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0062,ELSA (attention 2021),"ELSA: Hardware-Software Co-design for Efficient, Lightweight Self-Attention",paper,ISCA 2021,稀疏架构与C1/C2,MAIN-R076,research/literature_audit_20260909/literature_inventory.json || research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://taejunham.github.io/data/elsa_isca21.pdf || https://doi.org/10.1109/ISCA52012.2021.00060,MAIN-R076: 旧AI文献表/链接；未找到全文逐节阅读记录 || MAIN-R076: 旧AI文献表/链接；未找到全文逐节阅读记录 || metadata_or_list || already_inventoried,,MAIN-R076: 保留未试线索,与ELSA2026 SNN是不同论文；低价filter须比二值popcount本身更便宜，不能免费跳Q/K全域BN。,完整filter投影与H67分数误差/密集光流AEE；现有G/H RTL不是该方法映射。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/07_transformer_attention_accelerators.md""]",P0_high_rel,无全文不可继承,n/a,无,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_cards/unresolved_ELSA_attention_2021_.md,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
