id,category,name,full_title,venue,venue_verification,entity_type,depth,role,status,reason,what_untried,source_url,evidence_file
R027,稀疏架构与C1/C2,VENOM,VENOM: A Vectorized N:M Format for Unleashing the Power of Sparse Tensor Cores,SC 2023,已核官方会议论文/期刊页或论文首页,paper,全文已读（§3–4/§6）且官方剪枝代码读过 / 本地研究记录已读；阅读深度见 status,共享候选列+行内2:4，Spatha执行与渐进恢复 / 向量化 N:M 与训练补偿强基线,两级结构强基线；未完整GPU/ASIC迁入 / 原文方法及官方工件已定位；非完整复现,共享掩码本身不是新意；原GPU极高稀疏度收益不能用于本地50% W，任意列仍可能读满源64bit字。；条件变化：训练授权使先前未试条件改变；但本地少步探针不能当原全流程已否定。 / 本地 H8×C16 共掩码仅是易实现控制；没有把 VENOM 的全部剪枝/补偿/格式一起迁入。,完整column-loc/行内索引、pairwise OBS、渐进恢复和Spatha输入/输出bank处理。 / 完整向量格式、OBS 类保留权重补偿和渐进训练；与真实 P4 源字及 FC1/PSN 生命周期一起比较,https://arxiv.org/pdf/2310.02065；https://github.com/UDC-GAC/venom；https://arxiv.org/abs/2310.02065,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/literature/sparsity_transfer_followup_20260908.md；/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/algorithm/group_pruning_probe/README.md
R028,稀疏架构与C1/C2,HiNM / Gyro-permutation（原稿）,完整题名待核,arXiv原稿；最终FlexHiNM-GP另列交由剪枝清单 2024,已读2024原稿；2026正式版本由根代理/剪枝清单独立核验，不把两版强行合一,paper,初稿§3–5.3全文方法已读；后续会议版链接已找到,平衡K-means/Hungarian及输入输出通道重排,分组/排列强先验；本地消费者目标变体已测但不构成明显增量,相似H行分组与隐藏排列保持函数均已有；本地共享目标相对普通目标增量薄，不能把未迁完整训练当作原法失败。；条件变化：旧记录“未核正式会议”应更新到会议版存在；题名版本仍须以最终PDF第一页核。,初稿到最终FlexHiNM-GP的完整方法差异、渐进训练/kernel和层间索引转换；新消费者损失是否超越强原目标。,https://arxiv.org/html/2407.20496v1；https://proceedings.iclr.cc/paper_files/paper/2026/file/9e33fdc35b68781132e836964a326bf3-Paper-Conference.pdf,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/literature/sparsity_transfer_followup_20260908.md；/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/literature/sparsity_candidate_review_20260908.md
R029,稀疏架构与C1/C2,TASD,Enabling Unstructured Sparse Acceleration on Structured Sparse Accelerators,MLSys 2025,已核官方会议论文/期刊页或论文首页,paper,全文已读（§3/4.2–4.4/图11） / 本地研究记录已读；阅读深度见 status,稀疏张量结构化分解 / 将非结构稀疏分解为结构支持的强控制,规则项+例外项保留；未迁入 / 原文方法已读；未实施完整分解,多项共享输入/部分和可借，动态激活提取及中间读不是免费；例外散布可能使删掉的C16又全读回。 / 用于防止把一种结构稀疏硬件的限制当全部稀疏执行的限制。,完整项选择/提取器、例外真实物理字触达和多项累加，只跑一次PSN的同精度执行。 / 完整张量分解、额外项恢复和合并费用；在 θg/完整 T10 下的实际源字与输出状态比较,https://arxiv.org/pdf/2403.07953；https://proceedings.mlsys.org/paper_files/paper/2025/hash/e2ec2530db26b54d0b3b060c1e4a1bda-Abstract-Conference.html,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/literature/sparsity_transfer_followup_20260908.md
R030,稀疏架构与C1/C2,VEGETA,VEGETA: Vertically-Integrated Extensions for Sparse/Dense GEMM Tile Acceleration on CPUs,HPCA 2023,已核官方会议论文/期刊页或论文首页,paper,全文相关章节已读（§III-D/V-C/E） / 本地研究记录已读；阅读深度见 status,逐行可变N:M、压缩映射及输出转发 / 逐行可变 N:M、压缩映射与输出转发,普通强对照；未完整移植 / 原文 §III-D、V-C/E 已读；未完整实现,本地不能只给候选可变稀疏/转发；这些应是普通执行器能力。 / 作为允许灵活普通稀疏硬件的对照，不把本地固定 row2:4 等同其最强版本。,完整映射/存储/转发与资源比较；未试不等于不适用。 / 完整可变 N:M 指令/硬件映射；同资源宽度与稠密回退路径,https://arxiv.org/abs/2302.08687,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/literature/sparsity_transfer_followup_20260908.md
R031,稀疏架构与C1/C2,SCNN,SCNN: An Accelerator for Compressed-sparse Convolutional Neural Networks,ISCA 2017,本轮Crossref出版社元数据核验；全文阅读状态单独记录,paper,旧AI列过；后续全文§III–IV/图4–6已读,压缩稀疏卷积、Cartesian products、累加bank及halo,patch跨层融合强底座；未完整迁入,普通零跳过/乘积笛卡尔展开不是新机制；非因果T10改变融合last-use，不能假设零中间存储而忽略Conv2 halo/输出累加。；条件变化：fixedBN/结构PSN已改变旧全域屏障；应重评昂贵patch融合，而非再开薄类别优化。,完整输入/输出halo、bank冲突与压缩finish；两Conv+PSN+BN2/shortcut同域融合目前未闭。,https://arxiv.org/pdf/1708.04485；https://doi.org/10.1145/3140659.3080254,/home/zhumd/work/ideafromai/research/13_isscc_vlsi_hotchips_edge_npus.md；/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/literature/patch_crosslayer_fusion_followup_20260908.md
R032,稀疏架构与C1/C2,Eyeriss (row stationary),Eyeriss: A Spatial Architecture for Energy-Efficient Dataflow for Convolutional Neural Networks,ISCA 2016,本地表称该会议/年份；本轮未一手复核,paper,官方项目与相关工作已读；未找到本地完整映射复现,普通卷积滑窗/行驻留强基线,已纳入普通强基线原则,C1所谓卷积复用是产品子集复用，不等于Eyeriss滑窗ifmap复用；不能把普通行驻留换名当贡献。,完整本网络九tap/halo/PSN消费者tile映射，含psum和存储端口。,https://eyeriss.mit.edu/,/home/zhumd/work/ideafromai/research/13_isscc_vlsi_hotchips_edge_npus.md；/home/zhumd/work/ideafromai/research/grok46_20260905/04_paper_survey.md
R033,稀疏架构与C1/C2,Eyeriss v2,Eyeriss v2: A Flexible Accelerator for Emerging Deep Neural Networks on Mobile Devices,IEEE JETCAS 2019,本地表称该会议/年份；本轮未一手复核,paper,旧AI文献表/链接；未找到全文逐节阅读记录,稀疏编码、层次互连与灵活数据流,保留未试线索,已作为广播/稀疏取数先验；普通灵活互连不是新C2机制。,完整压缩流、稀疏PE与hierarchical mesh的同资源迁移；当前K8/TSBG不是完整Eyerissv2。,https://people.csail.mit.edu/emer/media/papers/2019.04.jetcas.eyeriss_v2.pdf,/home/zhumd/work/ideafromai/codex_independent_20260905/02_literature_and_alternative_ideas.md
R034,稀疏架构与C1/C2,UCNN,UCNN: Exploiting Computational Reuse in Deep Neural Networks via Weight Repetition,ISCA 2018,本地表称该会议/年份；本轮未一手复核,paper,相关方法已讨论；未发现完整官方实现迁入,权值重复分组/共享输入和,强先验保留,支持字典与共享归约的强先验；原重复W与我们的动态支持不同，不能只换转置方向称新。,完整indirection表、分组、共享结果/解码成本及精度对照。,https://www.kartikhegde.net/media/UCNN_ISCA.pdf,/home/zhumd/work/ideafromai/codex_independent_20260905/02_literature_and_alternative_ideas.md；/home/zhumd/work/ideafromai/research/fusion_delivery_20260907/report-source.md
R035,稀疏架构与C1/C2,CREW,完整题名待核,原记录未核正式会议 2021,本地表称该会议/年份；本轮未一手复核,paper,旧AI文献表/链接；未找到全文逐节阅读记录,权值/特征共用与编译重用线索,保留未试线索,只是C1/C2共享归约调研线索，未完成本地数值与有限供数验证。,先核全文机制与合法共享对象，再与UCNN/Phi/TA完整对照。,https://arxiv.org/pdf/2107.09408,/home/zhumd/work/ideafromai/research/fusion_delivery_20260907/report-source.md
R036,稀疏架构与C1/C2,FEATHER,完整题名待核,ISCA 2024,本地表称该会议/年份；本轮未一手复核,paper,旧AI文献表/链接；未找到全文逐节阅读记录,布局/数据流重排可配置阵列,保留未试线索,官方RTL工件已找到但未迁入；旧“不许新阵列”的授权限制已变化，不是思想不适用。；条件变化：当前允许新机制/口数，不应以旧授权状态永久停止。,完整网络/阵列/重排开销，和普通交错布局同端口比较。,https://arxiv.org/abs/2405.13170；https://github.com/maeri-project/FEATHER,/home/zhumd/work/ideafromai/codex_independent_20260905/02_literature_and_alternative_ideas.md
R037,稀疏架构与C1/C2,Sparseloop,Sparseloop: An Analytical Approach To Sparse Tensor Accelerator Modeling,MICRO 2022,本地表称该会议/年份；本轮未一手复核,paper,分类法与作者工件已读/定位；完整模型未导入,格式/门控/跳过的建模方法,方法学已纳入,已用于避免把byte/逻辑加法数叫周期；它是评价工具不是本项目PE创新。,官方artifact对本网络的统一稀疏格式/端口映射；现有自写事件模型不等于完整Sparseloop。,https://sparseloop.mit.edu/documents/2022-micro-sparseloop.pdf；https://github.com/Accelergy-Project/micro22-sparseloop-artifact,/home/zhumd/work/ideafromai/codex_independent_20260905/02_literature_and_alternative_ideas.md；/home/zhumd/work/ideafromai/research/07_transformer_attention_accelerators.md
R038,稀疏架构与C1/C2,SparTen,完整题名待核,MICRO 2019,本地表称该会议/年份；本轮未一手复核,paper,旧AI文献表/链接；未找到全文逐节阅读记录,稀疏卷积求交/负载均衡,保留未试线索,旧Grok列为已知双稀疏方法；不能据一行“零跳过已做”视作已完整调研。；条件变化：原冻结稠密W现已有2:4/C16学生，双稀疏适用条件改变。,原求交、编排与负载均衡全方法，针对新训练W/源分布复核。,,/home/zhumd/work/ideafromai/research/grok46_20260905/04_paper_survey.md
R039,稀疏架构与C1/C2,GoSPA,GoSPA: An Energy-Efficient High-Performance Globally Optimized SParse Convolutional Neural Network Accelerator,ISCA 2021,本轮一手元数据核验,paper,旧AI文献表/链接；未找到全文逐节阅读记录,全局稀疏卷积优化,保留未试线索,本轮会议目录核身份，方法仍主要旧AI摘要；没有本地完整迁移。,原global优化、格式/元数据与执行完整范围，先与普通tile融合比。,https://www.proceedings.com/content/059/059978webtoc.pdf,/home/zhumd/work/ideafromai/research/grok46_20260905/04_paper_survey.md
R040,稀疏架构与C1/C2,Cambricon-X,Cambricon-X: An accelerator for sparse neural networks,2016 49th Annual IEEE/ACM International Symposium on Microarchitecture (MICRO) 2016,本轮Crossref出版社元数据核验；全文阅读状态单独记录,paper,旧AI文献表/链接；未找到全文逐节阅读记录,稀疏权重索引/输入选择,保留未试线索,仅旧架构表/零跳过背景；未测试此完整微结构。,完整索引模块、输入选择网络与带宽，不能以通用bit-skip等价替代。,https://doi.org/10.1109/MICRO.2016.7783723,/home/zhumd/work/ideafromai/research/13_isscc_vlsi_hotchips_edge_npus.md
R041,稀疏架构与C1/C2,Cambricon-S,完整题名待核,原表未给可核身份,本地表称该会议/年份；本轮未一手复核,paper,旧AI文献表/链接；未找到全文逐节阅读记录,结构化稀疏背景,保留未试线索,只有泛称零跳过先验，未定位到可追溯全文。,先核具体论文版本/架构；当前不能写成已实验失败。,,/home/zhumd/work/ideafromai/research/01_ann_sparsity_mechanisms.md
R042,稀疏架构与C1/C2,Cnvlutin,完整题名待核,原表未核（常见引用为ISCA2016） 2016,本地表称该会议/年份；本轮未一手复核,paper,旧AI文献表/链接；未找到全文逐节阅读记录,动态零激活跳过,保留未试线索,旧表仅用作零跳过已知背景；没有本网络完整方法迁移。,输入选择、同步/负载均衡和片上流量强对照。,,/home/zhumd/work/ideafromai/research/01_ann_sparsity_mechanisms.md
R043,稀疏架构与C1/C2,Stripes,Stripes: Bit-Serial Deep Neural Network Computing,MICRO 2016,本地表称该会议/年份；本轮未一手复核,paper,旧AI文献表/链接；未找到全文逐节阅读记录,位串行可变精度,保留未试线索,不能把位数削减自动写成带宽/时延收益；θg下源是支持位但PSN/voxel仍有多位。,完整位串行调度/宽度分组及强word-MAC对照，包含多T输出长尾。,https://doi.org/10.1109/MICRO.2016.7783722,/home/zhumd/work/ideafromai/research/13_isscc_vlsi_hotchips_edge_npus.md
R044,稀疏架构与C1/C2,Bit Fusion,Bit Fusion: Bit-Level Dynamically Composable Architecture for Accelerating Deep Neural Networks,ISCA 2018,本轮一手元数据核验,paper,旧AI文献表/链接；未找到全文逐节阅读记录 / 阅读层级按 status；元数据核验不等于原作完整迁移,细位计算单元动态拼接 / 位级可组合 PE 强底座,保留未试线索 / 旧调研概述；官方工件本轮核身份；未完整迁入,旧Grok表写MICRO2018不正确，本轮作者工件核为ISCA2018；只有关联列举，未移植。 / BitBrick 动态组合与低比特混合支持已有完整体系；本地普通乘法器 enable 不能视为 BitFusion 复现。,完整bitbrick组合/数据流/寄存组织，与实际PSN缩位MAC资源比较。 / 完整阵列/编译/格式与数据复用；同数字工艺资源的真实量化负载,https://www.act-lab.org/artifacts/bitfusion/；https://iscaconf.org/isca2018/slides/9A2.pdf；https://act-lab.org/artifacts/bitfusion/,/home/zhumd/work/ideafromai/research/13_isscc_vlsi_hotchips_edge_npus.md；/home/zhumd/work/ideafromai/research/handoff_reconciliation_20260906/report-source.md
