uid,name,full_title,venue,entity_type,category,depth_bucket,read_flag,inventory_origin,status,source_url
MAIN-R100,MoE-OPU,MoE-OPU: An FPGA Overlay Processor Leveraging Expert Parallelism for MoE-based Large Language Models,2025 IEEE/ACM International Conference On Computer Aided Design (ICCAD) 2025,paper,稀疏架构与C1/C2,metadata_or_list,already_inventoried,literature_audit_20260909,保留未试线索,['https://doi.org/10.1109/ICCAD66269.2025.11240807']
MAIN-R101,Samsung sparsity-aware NPU architecture,Sparsity-Aware and Re-configurable NPU Architecture for Samsung Flagship Mobile SoC,2021 ACM/IEEE 48th Annual International Symposium on Computer Architecture (ISCA) 2021,paper,稀疏架构与C1/C2,metadata_or_list,already_inventoried,literature_audit_20260909,保留未试线索,['https://doi.org/10.1109/ISCA52012.2021.00011']
MAIN-R102,LUT-NN,LUT-NN: Empower Efficient Neural Network Inference with Centroid Learning and Table Lookup,MobiCom 2023,paper,稀疏架构与C1/C2,deep_or_method,already_inventoried,literature_audit_20260909,完整主要算法已借、局部训练/服务模型已做；非完整原硬件复现 / 原文已读；本地 forced-support 仅有限迁移,"['https://www.microsoft.com/en-us/research/wp-content/uploads/2023/09/LUT_NN_2023-3.pdf', 'https://arxiv.org/abs/2302.03213']"
MAIN-R103,LUT-DLA,LUT-DLA: Lookup Table as Efficient Extreme Low-Bit Deep Learning Accelerator,HPCA 2025,paper,稀疏架构与C1/C2,deep_or_method,already_inventoried,literature_audit_20260909,训练/编解码解耦与表驻留作为完整强先验；原架构未全移植 / 原文方法已读；完整硬件尚未迁入,['https://arxiv.org/html/2501.10658v1']
MAIN-R104,LookupFFN,LookupFFN: Making Transformers Compute-lite for CPU inference,ICML 2023,paper,稀疏架构与C1/C2,deep_or_method,already_inventoried,literature_audit_20260909,直接码producer/跨FFN代码界先验；未完整移植 / 原文方法已读；未完整迁入原 hash/读出训练,"['https://proceedings.mlr.press/v202/zeng23a/zeng23a.pdf', 'https://proceedings.mlr.press/v202/zeng23a.html']"
MAIN-R107,Parallel Accurate Minifloat MACCs,Parallel Accurate Minifloat MACCs for Neural Network Inference on Versal FPGAs,TCAD 2025，44(6):2181–2194；2024 early access,paper,稀疏架构与C1/C2,metadata_or_list,already_inventoried,literature_audit_20260909,多位算术替代线索保留 / 背景；未试,"['https://researchportal.tuni.fi/files/135714845/Parallel_Accurate_Minifloat_MACCs_for_Neural_Network_Inference_on_Versal_FPGAs.pdf', 'https://researchportal.tuni.fi/en/publications/parallel-accurate-minifloat-maccs-for-neural-network-inference-on/', 'https://doi.org/10.1109/TCAD.2024.3511343']"
MAIN-R110,APEX,APEX: A Dual-Sparsity Accelerator for Precise and Efficient SNN Inference,arXiv预印本 2026 / arXiv 2026,paper,稀疏架构与C1/C2,metadata_or_list,already_inventoried,literature_audit_20260909,伪和/负修正/完整时间输入后发放先验 / 仅调研/待迁移,"['https://arxiv.org/html/2608.19046v1', 'https://arxiv.org/abs/2608.19046']"
MAIN-R118,VideoTime3,VideoTime<sup>3</sup>: A 40-uJ/frame 38 FPS Video Understanding Accelerator With Real-Time DiffFrame Temporal Redundancy Reduction and Temporal Modeling,IEEE Solid-State Circuits Letters 2023,paper,稀疏架构与C1/C2,metadata_or_list,already_inventoried,literature_audit_20260909,运动/帧差复用线索；未试,['https://doi.org/10.1109/LSSC.2023.3286698']
MAIN-R120,HiNM,Toward Efficient Permutation for Hierarchical N:M Sparsity on GPUs,arXiv 2024,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,原文方法已读；部分迁移；当前局部改造未胜强简单控制,['https://arxiv.org/abs/2407.20496']
MAIN-R121,FlexHiNM-GP,FlexHiNM-GP: Flexible Hierarchical Pruning via Region Allocation and Channel Permutation,ICLR 2026,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,原文方法/附录 F 已读；输出分组部分迁移,['https://proceedings.iclr.cc/paper_files/paper/2026/hash/9e33fdc35b68781132e836964a326bf3-Abstract-Conference.html']
MAIN-R122,WINS,WINS: Winograd Structured Pruning for Fast Winograd Convolution,ICCV 2025,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,原文 §4–5 已读；未迁入 Winograd,['https://openaccess.thecvf.com/content/ICCV2025/papers/Park_WINS_Winograd_Structured_Pruning_for_Fast_Winograd_Convolution_ICCV_2025_paper.pdf']
MAIN-R123,Channel Permutations,Channel Permutations for N:M Sparsity,NeurIPS 2021,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,原文机制已读；本地只保留简单固定掩码控制,['https://papers.nips.cc/paper/2021/file/6e8404c3b93a9527c8db241a1846599a-Paper.pdf']
MAIN-R124,QP-SNN,QP-SNNs: Quantized and Pruned Spiking Neural Networks,ICLR 2025,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,原文 §4 与附录已读；未完整迁移 / 保留方法或强对照,['https://proceedings.iclr.cc/paper_files/paper/2025/file/f04aef8513b788a69229cede8c8cb5a8-Paper-Conference.pdf']
MAIN-R125,本地 row2:4 / hidden50 控制,本地普通逐行 2:4 与隐藏通道 50% 剪枝控制（不是单篇论文复现）,本地实验，非发表文献 2026,internal_idea,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,单层短训与 full825 已完成；其他层未推广,['https://papers.nips.cc/paper/2021/file/6e8404c3b93a9527c8db241a1846599a-Paper.pdf']
MAIN-R126,DJP,Maximizing Energy Efficiency in Spiking Neural Networks: A Dynamic Joint Pruning Framework,DAC 2025,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,只核官方摘要/元数据；全文方法缺口未闭,['https://ieeexplore.ieee.org/document/11132570/']
MAIN-R127,SparseInfer,SparseInfer: Training-free Prediction of Activation Sparsity for Fast LLM Inference,DATE 2025,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,原文方法已读；本地仅迁移预测原理,['https://arxiv.org/html/2411.12692v2']
MAIN-R128,GRASP,Grasp: Group-based Prediction of Activation Sparsity for Fast LLM Inference,DAC 2025,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,摘要/会议说明层级；无完整迁移,['https://62dac.conference-program.com/presentation/?id=RESEARCH2119&sess=sess104']
MAIN-R129,BitFair,BitFair: A 12-nm Bit-Serial CNN Accelerator with Learnable Early Termination and Adaptive Bit Ordering for Ultra-Low-Power XR Vision,IEEE JETCAS 2026,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,原文 v1 方法已读；未完整迁移训练与芯片,['https://arxiv.org/abs/2607.05445']
MAIN-R130,TermiNETor,TermiNETor: Early Convolution Termination for Efficient Deep Neural Networks,ICCD 2022,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,原文/作者论文对应章节已读；未完整迁移训练,['https://pgangwar-ucsd.github.io/publications/TermiNETor.pdf']
MAIN-R131,SnaPEA,SnaPEA: Predictive Early Activation for Reducing Computation in Deep Convolutional Neural Networks,ISCA 2018,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,原文方法已读；局部概念借鉴,['https://cseweb.ucsd.edu/~hadi/doc/paper/2018-isca-snapea.pdf']
MAIN-R132,CGNet,Channel Gating Neural Networks,MICRO 2019,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,原文方法已读；未完整训练迁入,['https://zhouyuan1119.github.io/papers/cgnet-micro2019.pdf']
MAIN-R133,DynConv,Dynamic Convolutions: Exploiting Spatial Sparsity for Faster Inference,CVPR 2020,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,原文方法已读；未完整迁入训练/内核,['https://arxiv.org/abs/1912.03203']
MAIN-R134,SBNet,SBNet: Sparse Blocks Network for Fast Inference,CVPR 2018,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,原文方法已读；未完整迁入内核,['https://www.cs.toronto.edu/~mren/research/sbnet/papers/paper.pdf']
MAIN-R135,DepGraph,DepGraph: Towards Any Structural Pruning,CVPR 2023,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,原文机制已读；本地采用必要依赖规则，非全框架复现,['https://openaccess.thecvf.com/content/CVPR2023/papers/Fang_DepGraph_Towards_Any_Structural_Pruning_CVPR_2023_paper.pdf']
MAIN-R136,CompRRAE,CompRRAE: RRAM-based Convolutional Neural Network Accelerator with Reduced Computations through a Runtime Activation Estimation,ASP-DAC 2019,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,原文方法已读；仅数字算术原则可迁移,['https://arxiv.org/html/1906.03180v1']
MAIN-R137,ThUnderVolt,ThUnderVolt: Enabling Aggressive Voltage Underscaling and Timing Error Resilience for Energy Efficient Deep Learning Accelerators,DAC 2018,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,原文方法已读；未实现电压/时序容错,['https://arxiv.org/abs/1802.03806']
MAIN-R138,LazyGPU,The Sparsity-Aware LazyGPU Architecture,ISCA 2025,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,原文 §3–5 已读；未实现完整架构,['https://sarchlab.org/lazy_gpu.pdf']
MAIN-R139,DPES,Advancing energy efficiency of spiking neural network accelerator via dynamic predictive early stopping,IEICE Electronics Express 2024,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,官方全文 §2–4 已读；未迁入 IF 编码与完整硬件,['https://globals.ieice.org/en_publications/elex/10.1587/elex.21.20240206/_f']
MAIN-R140,ComPreEND,ComPreEND: Computation Pruning through Predictive Early Negative Detection for ReLU in a Deep Neural Network Accelerator,IEEE Transactions on Computers 2022,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,出版条目/摘要层级；未完整迁移,['https://snu.elsevierpure.com/en/publications/compreend-computation-pruning-through-predictive-early-negative-d/']
MAIN-R141,ADET,ADET（完整题名未取得，不能据缩写补写）,AEÜ - International Journal of Electronics and Communications 2026,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,出版商可见材料层级；全文缺口未闭,['https://doi.org/10.1016/j.aeue.2026.156548']
MAIN-R142,PS4,PS4: A Low Power SNN Accelerator with Spike Speculative Scheme,ICCD 2024,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,作者出版记录已核；全文链接为占位；未迁移,['https://mxhx7199.github.io/publications/']
MAIN-R143,ConvReLU exact 2021,Accelerate Inference of CNNs for Video Analysis While Preserving Exactness Exploiting Activation Sparsity,MLSys 2021,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,原文 §3.1 / Algorithm 1 已读；固定参考局部迁移,['https://proceedings.mlsys.org/paper_files/paper/2021/file/b9799a12d683d136cc817f94b73a8938-Paper.pdf']
MAIN-R144,ConvReLU++,ConvReLU++: Reference-based Lossless Acceleration of Conv-ReLU Operations on Mobile CPU,MobiSys 2023,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,原文已读；E6 等界局部完整比较,['https://yuanchun-li.github.io/static/files/MobiSys23_ConvReLU%2B%2B.pdf']
MAIN-R145,PACT,PACT: Parameterized Clipping Activation for Quantized Neural Networks,arXiv 2018,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,原文已读；本地 clip 学生是适配试验，非全文复现,['https://arxiv.org/abs/1805.06085']
MAIN-R146,DeepPoly,An Abstract Domain for Certifying Neural Networks,POPL / Proceedings of the ACM on Programming Languages 2019,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,原文相关方法已读；未迁入完整验证器,['https://ggndpsngh.github.io/files/DeepPoly.pdf']
MAIN-R147,T-MAC,T-MAC: CPU Renaissance via Table Lookup for Low-Bit LLM Deployment on Edge,EuroSys 2025,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,原文 v1 方法已读；未迁入完整 CPU kernel,['https://arxiv.org/abs/2407.00088']
MAIN-R148,da4ml,da4ml: Distributed Arithmetic for Real-time Neural Networks on FPGAs,arXiv 2025,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,原文 v1 §2–4 已读；尚未运行完整编译器,['https://arxiv.org/abs/2507.04535']
MAIN-R149,FLARE / BitSift,"FLARE: FP-Less PTQ and Low-ENOB ADC Based AMS-PiM for Error-Resilient, Fast, and Efficient Transformer Acceleration",arXiv 2024,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,原文 §3.3/4.4 已读；未迁入模拟硬件,['https://arxiv.org/abs/2411.14733']
MAIN-R150,SPARK-HLS,Coordinated Parallelizing Compiler Optimizations and High-Level Synthesis,ACM Transactions on Design Automation of Electronic Systems 2004,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,原文 §6–7 已读；未运行本地完整综合流程,['https://mesl.ucsd.edu/pubs/sgupta_todaes04.pdf']
MAIN-R151,Dynamic CSE in HLS,Dynamic Common Sub-Expression Elimination during Scheduling in High-Level Synthesis,ISSS 2002,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,原文相关方法已读；未实施完整编译器,['https://citeseerx.ist.psu.edu/document?doi=6aa7035e934ec55392164cf7b73b2315a06619df&repid=rep1&type=pdf']
MAIN-R152,USEFUSE,USEFUSE: Uniform stride for enhanced performance in fused layer architecture of deep neural networks,Journal of Systems Architecture 2025,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,原文方法已读；未完整迁移架构,['https://epub.uni-regensburg.de/76770/1/1-s2.0-S1383762125001316-main.pdf']
MAIN-R153,MADDNESS,Multiplying Matrices Without Multiplying,ICML 2021,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,核心方法已适配：固定层索引 SSE 树、终端身份和同 λ ridge；非完整原 benchmark 复现,['https://proceedings.mlr.press/v139/blalock21a/blalock21a.pdf']
MAIN-R154,FFF,Fast Feedforward Networks,arXiv 2023,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,原文方法已读；未完整训练迁入,['https://arxiv.org/abs/2308.14711']
MAIN-R155,CMM / Exponentially Faster Language Modelling,Exponentially Faster Language Modelling,arXiv 2023,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,原文相关方法已读；未完整迁入语言模型体系,['https://arxiv.org/abs/2311.10770']
MAIN-R156,Greedy Miser,The Greedy Miser: Learning under Test-time Budgets,ICML 2012,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,原文已读；未完整迁入代价敏感森林,['https://icml.cc/2012/papers/592.pdf']
MAIN-R157,Classifier Cascade,Classifier Cascade for Minimizing Feature Evaluation Cost,AISTATS 2012,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,原文相关方法已读；未完整迁入,['https://proceedings.mlr.press/v22/chen12c/chen12c.pdf']
MAIN-R158,NeuraLUT,NeuraLUT: Hiding Neural Network Density in Boolean Synthesizable Functions,FPL 2024,paper,剪枝、条件执行与编译,method_or_partial,already_inventoried,literature_audit_20260909,原文方法已读；未训练/综合本地完整逻辑网络,['https://arxiv.org/abs/2403.00849']
