uid,name,full_title,venue,venue_norm,entity_type,precision_tier,relevance_score,precision_status,depth_bucket,read_flag,f_candidates,arxiv_id,source_url,abstract
MAIN-R056,STELLAR,STELLAR: Energy-Efficient and Low-Latency SNN Algorithm and Hardware Co-Design with Spatiotemporal Computation,HPCA 2024,HPCA 2024,paper,P0_high_rel,64,metadata_only,metadata_or_list,already_inventoried,,,['https://www.proceedings.com/content/074/074054webtoc.pdf'],
MAIN-R202,Xpikeformer,Xpikeformer: Hybrid Analog-Digital Hardware Acceleration for Spiking Transformers,IEEE TVLSI 2025,TVLSI 2025,paper,P0_high_rel,64,arxiv_abstract_verified,unclear,already_inventoried,F7,2408.08794,['https://arxiv.org/abs/2408.08794'],"The integration of neuromorphic computing and transformers through spiking neural networks (SNNs) offers a promising path to energy-efficient sequence modeling, with the potential to overcome the energy-intensive nature of the artificial neural network (ANN)-based transformers. However, the algorith"
OS2-024,verilator,Verilator open-source simulator (local C2/LoAS use),open-source,open-source,open_source,P0_high_rel,64,opensource_inventory,open_source_inventory,new_this_round,,,https://github.com/verilator/verilator,
OS2-040,2:4-sparse-stack,NVIDIA 2:4 sparse training examples / apex related,open-source,open-source,open_source,P0_high_rel,64,opensource_inventory,open_source_inventory,new_this_round,F1,,https://github.com/NVIDIA/apex,
ARX-158,FlexSpIM: An Event-Based Digital Compute-In-Memory Accelerator with Flexible Ope,FlexSpIM: An Event-Based Digital Compute-In-Memory Accelerator with Flexible Operand Resolution and Layer-Wise Hybrid Stationarity,arXiv 2026,arXiv 2026,paper,P0_high_rel,62,arxiv_abstract_verified,metadata_or_list,new_this_round,,2609.08446,https://arxiv.org/abs/2609.08446v1,"Compute-in-memory (CIM) accelerators for spiking neural networks (SNNs) offer a promising solution for achieving $μ$s-level inference latency and ultra-low energy in edge vision applications. However, their limited flexibility at both circuit and system levels restricts their deployment across diver"
ARX-174,NeuroRing: Scaling Spiking Neural Networks via Multi-FPGA Bidirectional Ring Top,NeuroRing: Scaling Spiking Neural Networks via Multi-FPGA Bidirectional Ring Topologies and Stream-Dataflow Architectures,arXiv 2026,arXiv 2026,paper,P0_high_rel,62,arxiv_abstract_verified,metadata_or_list,new_this_round,,2604.28059,https://arxiv.org/abs/2604.28059v2,"Spiking neural networks (SNNs) are a promising paradigm for energy-efficient event-driven computation, but large-scale SNN execution remains challenging because sparse spike communication and synchronization can dominate runtime. Existing solutions across CPU, GPU, ASIC, and FPGA platforms offer dif"
MAIN-R057,FireFly,FireFly: A High-Throughput Hardware Accelerator for Spiking Neural Networks With Efficient DSP and Memory Optimization,IEEE TVLSI（旧表称） 2023 / IEEE TVLSI 2023,TVLSI 2023,paper,P0_high_rel,62,arxiv_abstract_verified,metadata_or_list,already_inventoried,F1,1708.04485,"['https://arxiv.org/html/2505.12771v1', 'https://arxiv.org/html/2408.15578v1', 'https://arxiv.org/abs/1708.04485', 'https://arxiv.org/abs/1712.01507', 'https://cs.yale.edu/homes/el327/papers/mailmanAlgorithm.pdf', 'https://arxiv.org/abs/2301.01905']","Convolutional Neural Networks (CNNs) have emerged as a fundamental technology for machine learning. High performance and extreme energy efficiency are critical for deployments of CNNs in a wide range of situations, especially mobile platforms such as autonomous vehicles, cameras, and electronic pers"
MAIN-R066,ESSA,ESSA: Design of a Programmable Efficient Sparse Spiking Neural Network Accelerator,IEEE TVLSI（旧表称） 2022 / IEEE TVLSI 2022,TVLSI 2022,paper,P0_high_rel,62,metadata_only,metadata_or_list,already_inventoried,,,['https://ieeexplore.ieee.org/document/9881220/'],
MAIN-R230,EvGNN,EvGNN: An Event-driven Graph Neural Network Accelerator for Edge Vision,IEEE TCASAI 2024,TCAS 2024,paper,P0_high_rel,62,arxiv_abstract_verified,unclear,already_inventoried,F1,2404.19489,['https://arxiv.org/abs/2404.19489'],"Edge vision systems combining sensing and embedded processing promise low-latency, decentralized, and energy-efficient solutions that forgo reliance on the cloud. As opposed to conventional frame-based vision sensors, event-based cameras deliver a microsecond-scale temporal resolution with sparse in"
MAIN-R290,ASNA-Flow,ASNA-Flow: An Efficient Asynchronous Neuromorphic Accelerator for Real-Time Event-Based Optical Flow,IEEE Transactions on Very Large Scale Integration (VLSI) Systems 2025,VLSI Symp 2025,paper,P0_high_rel,62,prior_method_ok_needs_spotcheck,method_or_partial,already_inventoried,,,['https://doi.org/10.1109/TVLSI.2025.3600953'],
MAIN-R292,FlowAcc,FlowAcc: Real-Time High-Accuracy DNN-based Optical Flow Accelerator in FPGA,"2022 Design, Automation & Test in Europe Conference & Exhibition (DATE) 2022",DATE 2022,paper,P0_high_rel,62,prior_method_ok_needs_spotcheck,method_or_partial,already_inventoried,,,['https://doi.org/10.23919/DATE54114.2022.9774506'],
MAIN-R294,Optical flow tracking FPGA,A Real-Time and Efficient Optical Flow Tracking Accelerator on FPGA Platform,IEEE Transactions on Circuits and Systems I: Regular Papers 2023,IEEE Transactions on Circuits and Systems I: Regular Papers 2023,paper,P0_high_rel,62,prior_method_ok_needs_spotcheck,method_or_partial,already_inventoried,,,['https://doi.org/10.1109/TCSI.2023.3298969'],
OS2-017,SparseDNN-accel-survey-repos,Curated sparse DNN accelerator open RTL/sim family (SCNN/Eyeriss-style mirrors),open-source,open-source,open_source,P0_high_rel,62,opensource_inventory,open_source_inventory,new_this_round,,,,
ARX-015,Chasing Day and Night: Towards Robust and Efficient All-Day Object Detection Gui,Chasing Day and Night: Towards Robust and Efficient All-Day Object Detection Guided by an Event Camera,arXiv 2023,arXiv 2023,paper,P0_high_rel,60,arxiv_abstract_verified,metadata_or_list,new_this_round,"F1,F7",2309.09297,https://arxiv.org/abs/2309.09297v2,"The ability to detect objects in all lighting (i.e., normal-, over-, and under-exposed) conditions is crucial for real-world applications, such as self-driving.Traditional RGB-based detectors often fail under such varying lighting conditions.Therefore, recent works utilize novel event cameras to sup"
ARX-016,Unsupervised Optical Flow Estimation with Dynamic Timing Representation for Spik,Unsupervised Optical Flow Estimation with Dynamic Timing Representation for Spike Camera,arXiv 2023,arXiv 2023,paper,P0_high_rel,60,arxiv_abstract_verified,metadata_or_list,new_this_round,"F2,F7",2307.06003,https://arxiv.org/abs/2307.06003v1,"Efficiently selecting an appropriate spike stream data length to extract precise information is the key to the spike vision tasks. To address this issue, we propose a dynamic timing representation for spike streams. Based on multi-layers architecture, it applies dilated convolutions on temporal dime"
ARX-043,Elastic Spiking Transformers for Efficient Gesture Understanding,Elastic Spiking Transformers for Efficient Gesture Understanding,arXiv 2026,arXiv 2026,paper,P0_high_rel,60,arxiv_abstract_verified,metadata_or_list,new_this_round,F7,2605.13869,https://arxiv.org/abs/2605.13869v1,"Spiking Neural Networks (SNNs), particularly Spiking Transformers, offer energy-efficient processing of event-based sensor data for healthcare applications. Yet current architectures are rigid: they are trained and deployed as static networks with fixed parameter counts and computational graphs. Thi"
ARX-130,SCENIC: Semantic-Conditioned Edge-Aware Neural Framework for Structured IoT Comm,SCENIC: Semantic-Conditioned Edge-Aware Neural Framework for Structured IoT Command Generation,arXiv 2026,arXiv 2026,paper,P0_high_rel,60,arxiv_abstract_verified,metadata_or_list,new_this_round,F1,2606.22296,https://arxiv.org/abs/2606.22296v1,"Edge Internet of Things (IoT) agents are often constrained by memory capacity, privacy requirements, communication latency, and recurring inference cost. Current smart-home assistants commonly rely on API-level command interfaces or cloud-based language models that remain difficult to deploy on edge"
MAIN-R129,BitFair,BitFair: A 12-nm Bit-Serial CNN Accelerator with Learnable Early Termination and Adaptive Bit Ordering for Ultra-Low-Power XR Vision,IEEE JETCAS 2026,TCAS 2026,paper,P0_high_rel,60,arxiv_abstract_verified,method_or_partial,already_inventoried,F2,2607.05445,['https://arxiv.org/abs/2607.05445'],"Extended Reality (XR) wearables require always-on perception within tight power envelopes of a few watts and motion-to-photon latency budgets below 20 ms, leaving only a few milliseconds for neural-network inference. Bit-serial computing is attractive for such energy-efficient neural network acceler"
MAIN-R211,CATFormer,CATFormer: When Continual Learning Meets Spiking Transformers With Dynamic Thresholds,AAAI NeuroforAI & AIforNeuro Workshop 2026,AAAI 2026,paper,P0_high_rel,60,arxiv_abstract_verified,unclear,already_inventoried,F2,2603.15184,['https://arxiv.org/abs/2603.15184'],"Although deep neural networks perform extremely well in controlled environments, they fail in real-world scenarios where data isn't available all at once, and the model must adapt to a new data distribution that may or may not follow the initial distribution. Previously acquired knowledge is lost du"
MAIN-R212,SpiLiFormer,SpiLiFormer: Enhancing Spiking Transformers with Lateral Inhibition,ICCV 2025,ICCV 2025,paper,P0_high_rel,60,arxiv_abstract_verified,unclear,already_inventoried,"F2,F7",2503.15986,['https://arxiv.org/abs/2503.15986'],"Spiking Neural Networks (SNNs) based on Transformers have garnered significant attention due to their superior performance and high energy efficiency. However, the spiking attention modules of most existing Transformer-based SNNs are adapted from those of analog Transformers, failing to fully addres"
MAIN-R223,EDCFlow,EDCFlow: Exploring Temporally Dense Difference Maps for Event-based Optical Flow Estimation,CVPR 2025,CVPR 2025,paper,P0_high_rel,60,arxiv_abstract_verified,unclear,already_inventoried,F7,2506.03512,['https://arxiv.org/abs/2506.03512'],"Recent learning-based methods for event-based optical flow estimation utilize cost volumes for pixel matching but suffer from redundant computations and limited scalability to higher resolutions for flow refinement. In this work, we take advantage of the complementarity between temporally dense feat"
MAIN-R312,GMFlow,GMFlow: Learning Optical Flow via Global Matching,CVPR 2022,CVPR 2022,paper,P0_high_rel,60,arxiv_abstract_verified,unclear,already_inventoried,"F2,F7",2111.13680,"['https://arxiv.org/abs/2111.13680', 'https://openaccess.thecvf.com/content/CVPR2022/papers/Xu_GMFlow_Learning_Optical_Flow_via_Global_Matching_CVPR_2022_paper.pdf']","Learning-based optical flow estimation has been dominated with the pipeline of cost volume with convolutions for flow regression, which is inherently limited to local correlations and thus is hard to address the long-standing challenge of large displacements. To alleviate this, the state-of-the-art "
MAIN-R313,CRAFT,CRAFT: Cross-Attentional Flow Transformer for Robust Optical Flow,CVPR 2022,CVPR 2022,paper,P0_high_rel,60,arxiv_abstract_verified,unclear,already_inventoried,F7,2203.16896,['https://arxiv.org/abs/2203.16896'],"Optical flow estimation aims to find the 2D motion field by identifying corresponding pixels between two images. Despite the tremendous progress of deep learning-based optical flow methods, it remains a challenge to accurately estimate large displacements with motion blur. This is mainly because the"
MAIN-R314,FlowFormer,FlowFormer: A Transformer Architecture for Optical Flow,ECCV 2022 / CVPR 2023,CVPR 2022,paper,P0_high_rel,60,arxiv_abstract_verified,unclear,already_inventoried,F7,2203.16194,['https://arxiv.org/abs/2203.16194'],"We introduce optical Flow transFormer, dubbed as FlowFormer, a transformer-based neural network architecture for learning optical flow. FlowFormer tokenizes the 4D cost volume built from an image pair, encodes the cost tokens into a cost memory with alternate-group transformer (AGT) layers in a nove"
MUSHA-OF009,SDformerFlow,SDformerFlow: Spiking Transformer for Event Optical Flow,ICPR 2024,ICPR 2024,paper,P0_high_rel,60,metadata_only,unclear,already_inventoried_musha_incremental,,,,
ARX-004,Context-aware Sparse Spatiotemporal Learning for Event-based Vision,Context-aware Sparse Spatiotemporal Learning for Event-based Vision,arXiv 2025,arXiv 2025,paper,P0_high_rel,58,arxiv_abstract_verified,metadata_or_list,new_this_round,,2508.19806,https://arxiv.org/abs/2508.19806v1,"Event-based camera has emerged as a promising paradigm for robot perception, offering advantages with high temporal resolution, high dynamic range, and robustness to motion blur. However, existing deep learning-based event processing methods often fail to fully leverage the sparse nature of event da"
ARX-019,Dynamic Event-based Optical Identification and Communication,Dynamic Event-based Optical Identification and Communication,arXiv 2023,arXiv 2023,paper,P0_high_rel,58,arxiv_abstract_verified,metadata_or_list,new_this_round,,2303.07169,https://arxiv.org/abs/2303.07169v4,"Optical identification is often done with spatial or temporal visual pattern recognition and localization. Temporal pattern recognition, depending on the technology, involves a trade-off between communication frequency, range and accurate tracking. We propose a solution with light-emitting beacons t"
